order_date_epoch,order_date,profit
1432684800,2015-05-27,142.0958
1432771200,2015-05-28,59.3088
1433203200,2015-06-02,41.4336
1433289600,2015-06-03,113.4936
1433721600,2015-06-08,73.194
1433808000,2015-06-09,366.8539
1434153600,2015-06-13,4.7916
1434499200,2015-06-17,1073.143
1434585600,2015-06-18,12.2325
1434844800,2015-06-21,-24.9072
1434931200,2015-06-22,50.5338
1435104000,2015-06-24,0.9612
1435190400,2015-06-25,49.7172
1435622400,2015-06-30,10.368
1435708800,2015-07-01,6.972
1435968000,2015-07-04,65.3808
1436054400,2015-07-05,67.86
1436140800,2015-07-06,47.848
1436313600,2015-07-08,-19.089
1436400000,2015-07-09,49.094
1436659200,2015-07-12,76.739
1436745600,2015-07-13,4.3902
1436832000,2015-07-14,6.291
1437177600,2015-07-18,-25.9136
1437264000,2015-07-19,2.2098
1437350400,2015-07-20,305.1257
1437436800,2015-07-21,103.1748
1437523200,2015-07-22,169.2416
1437609600,2015-07-23,259.486
1437782400,2015-07-25,384.5084
1437868800,2015-07-26,145.3945
1437955200,2015-07-27,38.08
1438214400,2015-07-30,259.8896
1438387200,2015-08-01,6.9132
1438560000,2015-08-03,-127.8613
1438646400,2015-08-04,576.5563
1438732800,2015-08-05,99.5032
1438992000,2015-08-08,700.805
1439078400,2015-08-09,673.1526
1439251200,2015-08-11,26.8774
1439337600,2015-08-12,82.0088
1439596800,2015-08-15,93.7844
1439942400,2015-08-19,48.6048
1440288000,2015-08-23,115.9336
1440374400,2015-08-24,2.6936
1440460800,2015-08-25,134.2938
1440547200,2015-08-26,22.984
1440633600,2015-08-27,25.8774
1440806400,2015-08-29,60.2736
1440979200,2015-08-31,18.504
1441065600,2015-09-01,15.6426
1441497600,2015-09-06,39.6308
1441584000,2015-09-07,48.5204
1441670400,2015-09-08,277.2535
1441843200,2015-09-10,156.3088
1441929600,2015-09-11,21.7515
1442102400,2015-09-13,207.5075
1442448000,2015-09-17,222.7813
1442620800,2015-09-19,-17.1535
1442707200,2015-09-20,37.5102
1442793600,2015-09-21,840.1333
1442880000,2015-09-22,42.7693
1442966400,2015-09-23,52.0116
1443052800,2015-09-24,8.4784
1443139200,2015-09-25,2.3686
1443225600,2015-09-26,163.1564
1443312000,2015-09-27,85.4642
1443484800,2015-09-29,857.8953
1443571200,2015-09-30,13.4925
1443657600,2015-10-01,0
1443744000,2015-10-02,133.7632
1443830400,2015-10-03,17.3504
1443916800,2015-10-04,51.6199
1444003200,2015-10-05,34.993
1444089600,2015-10-06,1.9089
1444348800,2015-10-09,38.9355
1444435200,2015-10-10,137.3412
1444521600,2015-10-11,24.6986
1444608000,2015-10-12,10.3751
1444694400,2015-10-13,379.4924
1444953600,2015-10-16,91.4088
1445126400,2015-10-18,28.3524
1445212800,2015-10-19,124.5477
1445385600,2015-10-21,12.2715
1445644800,2015-10-24,11.1384
1445731200,2015-10-25,18.528
1445817600,2015-10-26,41.592
1445990400,2015-10-28,18.614
1446249600,2015-10-31,214.3345
1446336000,2015-11-01,244.4022
1446422400,2015-11-02,130.1827
1446508800,2015-11-03,3.36
1446595200,2015-11-04,173.8602
1446681600,2015-11-05,8.8176
1446854400,2015-11-07,64.3086
1446940800,2015-11-08,25.0182
1447027200,2015-11-09,201.211
1447113600,2015-11-10,136.8365
1447200000,2015-11-11,1051.6707
1447286400,2015-11-12,37.3136
1447545600,2015-11-15,158.6091
1447632000,2015-11-16,19.9536
1447718400,2015-11-17,432.7264
1447804800,2015-11-18,73.0994
1447891200,2015-11-19,79.8912
1448064000,2015-11-21,37.7446
1448150400,2015-11-22,24.219
1448236800,2015-11-23,-18.5179
1448323200,2015-11-24,88.9422
1448409600,2015-11-25,228.4099
1448496000,2015-11-26,-186.8796
1448668800,2015-11-28,61.9561
1448755200,2015-11-29,87.19
1448841600,2015-11-30,-13.0146
1448928000,2015-12-01,28.518
1449273600,2015-12-05,289.0592
1449360000,2015-12-06,161.8166
1449446400,2015-12-07,153.244
1449532800,2015-12-08,119.8857
1449619200,2015-12-09,15.7344
1449705600,2015-12-10,58.6966
1449878400,2015-12-12,256.898
1449964800,2015-12-13,45.0357
1450137600,2015-12-15,1.9712
1450224000,2015-12-16,213.0418
1450483200,2015-12-19,104.4785
1450569600,2015-12-20,390.743
1450656000,2015-12-21,184.908
1450742400,2015-12-22,3.1752
1450915200,2015-12-24,252.1111
1451088000,2015-12-26,22.1019
1451174400,2015-12-27,-625.6867
1451260800,2015-12-28,43.2636
1451347200,2015-12-29,562.6413
1451433600,2015-12-30,-459.9875
1451520000,2015-12-31,59.493
1451952000,2016-01-05,34.209
1452038400,2016-01-06,7.8934
1452643200,2016-01-13,155.4968
1453507200,2016-01-23,20.8106
1453766400,2016-01-26,84.0512
1453852800,2016-01-27,0
1454112000,2016-01-30,297.8469
1454457600,2016-02-03,45.1746
1454716800,2016-02-06,1.5312
1454976000,2016-02-09,22.941
1455494400,2016-02-15,189.9751
1455580800,2016-02-16,58.5385
1455753600,2016-02-18,31.6342
1456012800,2016-02-21,23.0864
1456531200,2016-02-27,80.838
1456790400,2016-03-01,-19.5858
1456876800,2016-03-02,165.3813
1457222400,2016-03-06,473.7518
1457395200,2016-03-08,0.8946
1457827200,2016-03-13,234.4744
1457913600,2016-03-14,9.3312
1458000000,2016-03-15,1.6776
1458086400,2016-03-16,62.8242
1458345600,2016-03-19,2021.1896
1458432000,2016-03-20,2.5641
1458604800,2016-03-22,251.3682
1458691200,2016-03-23,195.5748
1458777600,2016-03-24,13.132
1458950400,2016-03-26,610.8624
1459036800,2016-03-27,3.348
1459123200,2016-03-28,40.968
1459209600,2016-03-29,156.0613
1459555200,2016-04-02,57.2169
1459814400,2016-04-05,122.0526
1460160000,2016-04-09,-13.8717
1460246400,2016-04-10,4.3308
1460332800,2016-04-11,240.2588
1460419200,2016-04-12,0.4074
1460505600,2016-04-13,93.8318
1460592000,2016-04-14,2.6406
1460851200,2016-04-17,625.8474
1460937600,2016-04-18,67.3681
1461283200,2016-04-22,24.4443
1461542400,2016-04-25,14.3482
1461628800,2016-04-26,78.489
1461715200,2016-04-27,3.997
1461974400,2016-04-30,11.4345
1462060800,2016-05-01,36.4754
1462233600,2016-05-03,275.8996
1462665600,2016-05-08,0.5904
1462838400,2016-05-10,-2.918
1462924800,2016-05-11,16.7972
1463011200,2016-05-12,42.4172
1463184000,2016-05-14,207.4739
1463529600,2016-05-18,5.3214
1463788800,2016-05-21,8.7672
1463875200,2016-05-22,425.8189
1463961600,2016-05-23,0.9056
1464134400,2016-05-25,89.4337
1464220800,2016-05-26,7.8936
1464393600,2016-05-28,1.7901
1464480000,2016-05-29,219.0102
1464652800,2016-05-31,305.474
1464739200,2016-06-01,5.7624
1464998400,2016-06-04,438.5064
1465257600,2016-06-07,2.632
1465430400,2016-06-09,101.1671
1465776000,2016-06-13,13.734
1465948800,2016-06-15,-19.4148
1466208000,2016-06-18,30.7004
1466294400,2016-06-19,94.8739
1466380800,2016-06-20,163.4636
1466553600,2016-06-22,2.3312
1466640000,2016-06-23,52.5054
1466812800,2016-06-25,99.4599
1467072000,2016-06-28,48.6246
1467590400,2016-07-04,7.4256
1467763200,2016-07-06,-17.0352
1468108800,2016-07-10,10.73
1468195200,2016-07-11,47.9097
1468454400,2016-07-14,-200
1468627200,2016-07-16,-140.3973
1468713600,2016-07-17,-13.7976
1468800000,2016-07-18,176.7864
1468886400,2016-07-19,-1.35
1469404800,2016-07-25,130.1597
1469491200,2016-07-26,-74.9691
1469836800,2016-07-30,98.7874
1470009600,2016-08-01,-172.5108
1470096000,2016-08-02,-144.6708
1470528000,2016-08-07,7.5789
1470614400,2016-08-08,15.819
1470787200,2016-08-10,21.8854
1471046400,2016-08-13,23.6228
1471219200,2016-08-15,108.5013
1471305600,2016-08-16,319.1643
1471392000,2016-08-17,-23.0076
1471737600,2016-08-21,120.3524
1471996800,2016-08-24,0.7152
1472083200,2016-08-25,34.257
1472256000,2016-08-27,156.9759
1472342400,2016-08-28,356.6324
1472601600,2016-08-31,413.6549
1472688000,2016-09-01,342.0882
1472860800,2016-09-03,136.9912
1472947200,2016-09-04,-6.8334
1473033600,2016-09-05,-15.8318
1473120000,2016-09-06,95.0082
1473206400,2016-09-07,20.1579
1473292800,2016-09-08,12.7176
1473465600,2016-09-10,52.3104
1473552000,2016-09-11,136.9601
1473638400,2016-09-12,8.5722
1473724800,2016-09-13,272.583
1473811200,2016-09-14,110.1507
1474070400,2016-09-17,23.3745
1474156800,2016-09-18,129.1034
1474243200,2016-09-19,32.9032
1474329600,2016-09-20,16.5242
1474416000,2016-09-21,50.4656
1474502400,2016-09-22,69.7848
1474675200,2016-09-24,375.1662
1474761600,2016-09-25,300.3517
1474848000,2016-09-26,57.2613
1474934400,2016-09-27,109.7656
1475020800,2016-09-28,121.6428
1475280000,2016-10-01,67.548
1475366400,2016-10-02,169.1192
1475452800,2016-10-03,18.4548
1475539200,2016-10-04,7.0096
1475625600,2016-10-05,-118.419
1475884800,2016-10-08,62.737
1476057600,2016-10-10,-17.6436
1476230400,2016-10-12,3.401
1476662400,2016-10-17,3.894
1476748800,2016-10-18,27.6248
1476835200,2016-10-19,556.596
1476921600,2016-10-20,143.7582
1477180800,2016-10-23,162.2315
1477267200,2016-10-24,-73.8192
1477353600,2016-10-25,-20.6343
1477440000,2016-10-26,-59.0662
1477699200,2016-10-29,119.3436
1477785600,2016-10-30,153.466
1477872000,2016-10-31,572.8461
1477958400,2016-11-01,1.773
1478044800,2016-11-02,150.3073
1478131200,2016-11-03,160.5256
1478304000,2016-11-05,51.3526
1478390400,2016-11-06,-1.0428
1478476800,2016-11-07,11.92
1478563200,2016-11-08,205.2009
1478649600,2016-11-09,1.1656
1478736000,2016-11-10,35.156
1478908800,2016-11-12,7.065
1478995200,2016-11-13,-15.5423
1479081600,2016-11-14,156.4296
1479254400,2016-11-16,191.7288
1479340800,2016-11-17,175.3879
1479513600,2016-11-19,31.1052
1479600000,2016-11-20,-117.0889
1479686400,2016-11-21,96.688
1479772800,2016-11-22,47.5602
1479945600,2016-11-24,388.796
1480204800,2016-11-27,93.9141
1480291200,2016-11-28,18.8728
1480377600,2016-11-29,17.3242
1480464000,2016-11-30,41.5872
1480550400,2016-12-01,890.7032
1480723200,2016-12-03,-29.6058
1480809600,2016-12-04,159.5382
1480896000,2016-12-05,38.2698
1480982400,2016-12-06,391.5912
1481068800,2016-12-07,36.1926
1481155200,2016-12-08,49.6604
1481328000,2016-12-10,18.5864
1481414400,2016-12-11,-293.7288
1481500800,2016-12-12,381.4643
1481587200,2016-12-13,147.6541
1481673600,2016-12-14,112.9191
1481760000,2016-12-15,432.9348
1481846400,2016-12-16,2.3406
1481932800,2016-12-17,108.685
1482019200,2016-12-18,0.5992
1482105600,2016-12-19,641.469
1482192000,2016-12-20,14.4272
1482278400,2016-12-21,397.4672
1482537600,2016-12-24,-606.8085
1482624000,2016-12-25,244.1199
1482796800,2016-12-27,181.409
1483056000,2016-12-30,490.6038
1483142400,2016-12-31,152.495
1483401600,2017-01-03,28.615
1483747200,2017-01-07,10.0282
1483920000,2017-01-09,260.706
1484006400,2017-01-10,55.3653
1484524800,2017-01-16,15.9965
1484956800,2017-01-21,70.2528
1485043200,2017-01-22,75.2858
1485129600,2017-01-23,21.5964
1485561600,2017-01-28,10.3168
1485734400,2017-01-30,60.0802
1485820800,2017-01-31,36.0024
1485907200,2017-02-01,48.5392
1486166400,2017-02-04,7.672
1486252800,2017-02-05,32.5615
1486425600,2017-02-07,38.9975
1486598400,2017-02-09,50.7378
1486944000,2017-02-13,73.41
1487462400,2017-02-19,33.3136
1487635200,2017-02-21,27.1952
1487721600,2017-02-22,75.9713
1488326400,2017-03-01,13.9986
1488499200,2017-03-03,19.6002
1488585600,2017-03-04,4.9271
1488931200,2017-03-08,-7.1148
1489104000,2017-03-10,760.4318
1489276800,2017-03-12,148.0401
1489363200,2017-03-13,256.0552
1489449600,2017-03-14,-7.9956
1489536000,2017-03-15,86.1492
1489708800,2017-03-17,-20.1362
1489881600,2017-03-19,-98.8018
1489968000,2017-03-20,-22.1459
1490140800,2017-03-22,34.0216
1490313600,2017-03-24,25.198
1490486400,2017-03-26,14.1816
1490659200,2017-03-28,3.8094
1491004800,2017-04-01,12.8769
1491523200,2017-04-07,374.9925
1491609600,2017-04-08,28.8124
1491696000,2017-04-09,19.3641
1491782400,2017-04-10,161.4754
1491955200,2017-04-12,-40.6674
1492041600,2017-04-13,2.8764
1492128000,2017-04-14,147.7004
1492214400,2017-04-15,68.976
1492300800,2017-04-16,0.864
1492387200,2017-04-17,24.2352
1492560000,2017-04-19,51.2064
1492732800,2017-04-21,2.808
1492819200,2017-04-22,-846.777
1492905600,2017-04-23,159.2824
1492992000,2017-04-24,153.81
1493337600,2017-04-28,12.5448
1493510400,2017-04-30,22.3776
1493942400,2017-05-05,352.9225
1494028800,2017-05-06,14.144
1494201600,2017-05-08,8.073
1494288000,2017-05-09,27.5752
1494374400,2017-05-10,5.8604
1494460800,2017-05-11,2.691
1494547200,2017-05-12,76.0419
1494720000,2017-05-14,48.7011
1494892800,2017-05-16,41.601
1495065600,2017-05-18,34.8606
1495152000,2017-05-19,27.0712
1495238400,2017-05-20,245.2968
1495324800,2017-05-21,194.482
1495411200,2017-05-22,22.2384
1495497600,2017-05-23,16.302
1495756800,2017-05-26,76.9485
1495843200,2017-05-27,6.1548
1495929600,2017-05-28,219.8832
1496102400,2017-05-30,63.4539
1496361600,2017-06-02,36.5364
1496448000,2017-06-03,-1.7772
1496620800,2017-06-05,38.688
1496707200,2017-06-06,449.296
1496793600,2017-06-07,3.8725
1496966400,2017-06-09,33.7311
1497052800,2017-06-10,-191.56
1497139200,2017-06-11,190.8577
1497225600,2017-06-12,96.7382
1497398400,2017-06-14,468.955
1497571200,2017-06-16,21.7845
1497657600,2017-06-17,228.5152
1497830400,2017-06-19,8.0464
1497916800,2017-06-20,56.1702
1498176000,2017-06-23,142.005
1498262400,2017-06-24,616.84
1498348800,2017-06-25,17.0268
1498435200,2017-06-26,32.5726
1498521600,2017-06-27,12.599
1498608000,2017-06-28,14.5589
1498867200,2017-07-01,450.8898
1498953600,2017-07-02,19.5184
1499040000,2017-07-03,6.3
1499126400,2017-07-04,293.1901
1499385600,2017-07-07,1058.2731
1499472000,2017-07-08,69.3696
1499644800,2017-07-10,-34.4176
1499817600,2017-07-12,7.182
1499990400,2017-07-14,110.7023
1500076800,2017-07-15,69.754
1500249600,2017-07-17,167.3117
1500336000,2017-07-18,23.9653
1500422400,2017-07-19,137.0878
1500595200,2017-07-21,198.865
1500681600,2017-07-22,28.022
1500940800,2017-07-25,185.0912
1501200000,2017-07-28,8.694
1501372800,2017-07-30,178.91
1501459200,2017-07-31,-32.3673
1501545600,2017-08-01,104.7642
1501632000,2017-08-02,53.4138
1501804800,2017-08-04,41.2868
1501977600,2017-08-06,18.4772
1502064000,2017-08-07,86.3856
1502150400,2017-08-08,154.7772
1502668800,2017-08-14,43.2384
1502755200,2017-08-15,82.1892
1502841600,2017-08-16,32.7522
1502928000,2017-08-17,5.6956
1503273600,2017-08-21,287.604
1503360000,2017-08-22,2.388
1503446400,2017-08-23,115.0982
1503705600,2017-08-26,181.7214
1503878400,2017-08-28,13.7547
1504051200,2017-08-30,58.4886
1504224000,2017-09-01,16.691
1504310400,2017-09-02,626.9989
1504483200,2017-09-04,953.7237
1504569600,2017-09-05,80.848
1504828800,2017-09-08,135.7049
1504915200,2017-09-09,18.684
1505001600,2017-09-10,151.917
1505088000,2017-09-11,670.3518
1505174400,2017-09-12,92.0192
1505433600,2017-09-15,305.4907
1505520000,2017-09-16,-1.9832
1505606400,2017-09-17,41.8192
1505692800,2017-09-18,155.2404
1505779200,2017-09-19,82.7248
1505865600,2017-09-20,216.5962
1506038400,2017-09-22,8.554
1506124800,2017-09-23,-2.019
1506211200,2017-09-24,158.4792
1506297600,2017-09-25,156.5477
1506384000,2017-09-26,172.5965
1506470400,2017-09-27,125.198
1506643200,2017-09-29,110.2212
1506816000,2017-10-01,12.178
1506902400,2017-10-02,-40.1808
1506988800,2017-10-03,155.737
1507248000,2017-10-06,-961.5321
1507334400,2017-10-07,77.6832
1507420800,2017-10-08,27.882
1507507200,2017-10-09,0.1584
1507593600,2017-10-10,-180.2625
1507852800,2017-10-13,-363.6926
1507939200,2017-10-14,30.09
1508025600,2017-10-15,95.8439
1508198400,2017-10-17,27.877
1508284800,2017-10-18,-34.641
1508457600,2017-10-20,10.8692
1508544000,2017-10-21,1730.8891
1508630400,2017-10-22,36.0402
1508716800,2017-10-23,8.184
1508803200,2017-10-24,290.5945
1509062400,2017-10-27,44.8569
1509148800,2017-10-28,91.5526
1509235200,2017-10-29,3.8168
1509321600,2017-10-30,1.1946
1509408000,2017-10-31,352.4052
1509667200,2017-11-03,472.2888
1509753600,2017-11-04,342.0765
1509840000,2017-11-05,182.9741
1509926400,2017-11-06,39.9882
1510012800,2017-11-07,336.4066
1510185600,2017-11-09,177.5889
1510272000,2017-11-10,579.0164
1510358400,2017-11-11,24.1632
1510444800,2017-11-12,11.1198
1510531200,2017-11-13,20.1798
1510617600,2017-11-14,6.3222
1510704000,2017-11-15,462.4977
1510790400,2017-11-16,16.156
1510876800,2017-11-17,16.7325
1510963200,2017-11-18,141.792
1511049600,2017-11-19,1.598
1511136000,2017-11-20,15.2132
1511222400,2017-11-21,3.356
1511481600,2017-11-24,1055.4813
1511568000,2017-11-25,19.4352
1511654400,2017-11-26,490.4584
1511740800,2017-11-27,27.7801
1512086400,2017-12-01,269.6732
1512172800,2017-12-02,110.5148
1512259200,2017-12-03,827.4752
1512345600,2017-12-04,50.328
1512432000,2017-12-05,132.5922
1512518400,2017-12-06,534.5731
1512691200,2017-12-08,-80.6422
1512777600,2017-12-09,99.296
1512864000,2017-12-10,216.3103
1512950400,2017-12-11,366.2815
1513036800,2017-12-12,138.5904
1513123200,2017-12-13,47.2422
1513209600,2017-12-14,25.8878
1513296000,2017-12-15,-291.6681
1513382400,2017-12-16,11.5031
1513468800,2017-12-17,-304.3071
1513555200,2017-12-18,-2.13289999999999
1513641600,2017-12-19,-230.6928
1513900800,2017-12-22,219.189
1513987200,2017-12-23,133.4662
1514073600,2017-12-24,53.1824
1514160000,2017-12-25,643.6872
1514246400,2017-12-26,102.3931
1514332800,2017-12-27,9.8784
1514505600,2017-12-29,25.6915
1514592000,2017-12-30,127.2978
1514678400,2017-12-31,91.6695
1514764800,2018-01-01,199.2606
1514851200,2018-01-02,5.8065
1514937600,2018-01-03,704.28
1515283200,2018-01-07,80.6888
1515369600,2018-01-08,80.3682
1515715200,2018-01-12,4.89
1515888000,2018-01-14,69.6665
1515974400,2018-01-15,6.206
1516060800,2018-01-16,-6.8909
1516406400,2018-01-20,148.5258
1516492800,2018-01-21,164.4266
1516579200,2018-01-22,1455.5515
1516665600,2018-01-23,39.452
1516752000,2018-01-24,104.9548
1516924800,2018-01-26,5.6832
1517097600,2018-01-28,39.2283
1517184000,2018-01-29,44.767
1517270400,2018-01-30,61.468
1517529600,2018-02-02,146.3338
1517788800,2018-02-05,501.156
1517875200,2018-02-06,13.455
1518134400,2018-02-09,24.2922
1518220800,2018-02-10,16.7986
1518307200,2018-02-11,123.855
1518480000,2018-02-13,367.2789
1518912000,2018-02-18,62.4082
1518998400,2018-02-19,15.7521
1519084800,2018-02-20,-112.8231
1519344000,2018-02-23,42.37
1519603200,2018-02-26,447.3532
1519948800,2018-03-02,101.1916
1520035200,2018-03-03,408.7419
1520121600,2018-03-04,9.7178
1520294400,2018-03-06,199.9517
1520467200,2018-03-08,65.0736
1520553600,2018-03-09,139.6285
1520640000,2018-03-10,21.2724
1520812800,2018-03-12,9.7176
1520899200,2018-03-13,174.1115
1521158400,2018-03-16,219.7503
1521244800,2018-03-17,5.8914
1521331200,2018-03-18,60.6664
1521417600,2018-03-19,114.6969
1521504000,2018-03-20,63.8232
1521590400,2018-03-21,241.644
1521763200,2018-03-23,6822.0314
1521936000,2018-03-25,195.7696
1522022400,2018-03-26,5.949
1522108800,2018-03-27,80.2436
1522195200,2018-03-28,106.9836
1522368000,2018-03-30,60.1703
1522454400,2018-03-31,8.019
1522540800,2018-04-01,485.9164
1522627200,2018-04-02,6.5286
1523145600,2018-04-08,212.8185
1523404800,2018-04-11,36.2269
1523577600,2018-04-13,266.5374
1523750400,2018-04-15,107.1264
1523836800,2018-04-16,8.2322
1523923200,2018-04-17,-3364.8667
1524268800,2018-04-21,37.608
1524355200,2018-04-22,6.2152
1524441600,2018-04-23,75.0576
1524528000,2018-04-24,35.1516
1524614400,2018-04-25,92.5369
1524700800,2018-04-26,28.6036
1524787200,2018-04-27,90.5382
1525046400,2018-04-30,128.3144
1525219200,2018-05-02,97.4014
1525305600,2018-05-03,84.372
1525392000,2018-05-04,113.3802
1525478400,2018-05-05,-141.2939
1525564800,2018-05-06,68.729
1525651200,2018-05-07,81.2894
1525737600,2018-05-08,1072.6874
1525824000,2018-05-09,226.0716
1525996800,2018-05-11,-313.0124
1526083200,2018-05-12,2.634
1526169600,2018-05-13,27.4856
1526256000,2018-05-14,817.0064
1526342400,2018-05-15,51.3621
1526601600,2018-05-18,38.7792
1526688000,2018-05-19,133.9962
1526774400,2018-05-20,36.8053
1526947200,2018-05-22,47.7394
1527033600,2018-05-23,-6.4233
1527292800,2018-05-26,6.2208
1527379200,2018-05-27,83.6832
1527465600,2018-05-28,79.4328
1527638400,2018-05-30,42.3939
1527897600,2018-06-02,23.841
1527984000,2018-06-03,383.4413
1528243200,2018-06-06,2.178
1528416000,2018-06-08,93.0207
1528588800,2018-06-10,28.0206
1528675200,2018-06-11,277.6608
1528761600,2018-06-12,18.3282
1528848000,2018-06-13,-25.4744
1529020800,2018-06-15,14.0417
1529107200,2018-06-16,205.5906
1529193600,2018-06-17,35.6737
1529280000,2018-06-18,94.6449
1529366400,2018-06-19,32.6776
1529798400,2018-06-24,150.8966
1529884800,2018-06-25,173.3933
1529971200,2018-06-26,66.4644
1530057600,2018-06-27,294.3627
1530230400,2018-06-29,779.621
1530316800,2018-06-30,131.1347
1530576000,2018-07-03,1151.152
1530835200,2018-07-06,-13.7403
1530921600,2018-07-07,0.1188
1531008000,2018-07-08,670.9388
1531094400,2018-07-09,-0.792
1531267200,2018-07-11,307.1053
1531526400,2018-07-14,155.0037
1531785600,2018-07-17,345.234
1531872000,2018-07-18,-482.5883
1532131200,2018-07-21,185.3174
1532304000,2018-07-23,33.5007
1532390400,2018-07-24,839.986
1532563200,2018-07-26,705.274
1532649600,2018-07-27,61.673
1532736000,2018-07-28,108.0536
1532822400,2018-07-29,37.2853
1532908800,2018-07-30,98.504
1532995200,2018-07-31,26.7288
1533081600,2018-08-01,68.8932
1533254400,2018-08-03,64.1408
1533340800,2018-08-04,6.0726
1533600000,2018-08-07,670.9173
1534032000,2018-08-12,443.0189
1534118400,2018-08-13,67.5519
1534204800,2018-08-14,12.3879
1534464000,2018-08-17,902.0742
1534550400,2018-08-18,1912.3701
1534636800,2018-08-19,37.236
1534723200,2018-08-20,169.5464
1534809600,2018-08-21,347.9842
1534896000,2018-08-22,2.6251
1535328000,2018-08-27,959.4934
1535414400,2018-08-28,295.5762
1535500800,2018-08-29,41.4456
1535673600,2018-08-31,144.192
1535760000,2018-09-01,166.9624
1535846400,2018-09-02,249.363
1535932800,2018-09-03,130.1538
1536019200,2018-09-04,289.7073
1536105600,2018-09-05,0.7228
1536278400,2018-09-07,193.5298
1536451200,2018-09-09,99.1244
1536537600,2018-09-10,29.4214
1536624000,2018-09-11,921.1163
1536710400,2018-09-12,82.9008
1536883200,2018-09-14,26.082
1536969600,2018-09-15,1198.1014
1537056000,2018-09-16,14.383
1537142400,2018-09-17,291.7247
1537228800,2018-09-18,88.0968
1537315200,2018-09-19,18.8137
1537488000,2018-09-21,73.3167
1537574400,2018-09-22,18.3798
1537660800,2018-09-23,50.6824
1537747200,2018-09-24,341.7252
1537833600,2018-09-25,10.374
1537920000,2018-09-26,372.5335
1538092800,2018-09-28,-47.7994
1538179200,2018-09-29,128.1076
1538265600,2018-09-30,137.0584
1538352000,2018-10-01,195.0441
1538438400,2018-10-02,-117.191
1538524800,2018-10-03,-6.4233
1538697600,2018-10-05,48.0999
1538784000,2018-10-06,89.0908
1538870400,2018-10-07,184.391
1538956800,2018-10-08,133.6767
1539043200,2018-10-09,16.544
1539302400,2018-10-12,294.8442
1539388800,2018-10-13,1938.3776
1539475200,2018-10-14,18.9882
1539561600,2018-10-15,224.1362
1539648000,2018-10-16,-368.4192
1539734400,2018-10-17,7.3857
1539907200,2018-10-19,40.329
1539993600,2018-10-20,9.3864
1540080000,2018-10-21,49.8455
1540166400,2018-10-22,-152.0042
1540598400,2018-10-27,74.2
1540857600,2018-10-30,602.8065
1541030400,2018-11-01,247.7558
1541116800,2018-11-02,346.2102
1541203200,2018-11-03,289.6922
1541376000,2018-11-05,89.2856
1541462400,2018-11-06,418.6554
1541548800,2018-11-07,233.1894
1541721600,2018-11-09,117.5459
1541808000,2018-11-10,-115.2273
1541894400,2018-11-11,63.5554
1541980800,2018-11-12,127.3486
1542067200,2018-11-13,385.303
1542153600,2018-11-14,38.0668
1542326400,2018-11-16,358.2323
1542412800,2018-11-17,7.6715
1542499200,2018-11-18,114.1184
1542585600,2018-11-19,85.7561
1542672000,2018-11-20,-2.2048
1542758400,2018-11-21,295.9326
1543017600,2018-11-24,51.2308
1543104000,2018-11-25,-6.6021
1543276800,2018-11-27,227.6625
1543363200,2018-11-28,60.5143
1543536000,2018-11-30,9.5571
1543622400,2018-12-01,325.763
1543708800,2018-12-02,-14.108
1543795200,2018-12-03,218.9178
1543881600,2018-12-04,5.7624
1543968000,2018-12-05,181.449
1544054400,2018-12-06,2.8836
